TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price,TransactionDay,TransactionTime,TransactionMonth,Transaction_TimePeriod,ProductName,Category,CustomerName,Region,SignupDate,AvgTransactionValue,DaysSinceLastTransaction,UniqueProductsPurchased,FavProduct,FavCategory,MostActiveTransactionDay,PeakTransactionTime
T00973,C0084,P042,2024-07-12,3,1138.32,379.44,Friday,22:15:21,July,Evening,ActiveWear Headphones,Electronics,Belinda Garner,Asia,2024-09-17,493.4555555555556,42.0,8.0,P013,Electronics,Tuesday,Morning
T00060,C0054,P074,2024-05-06,4,1182.32,295.58,Monday,13:06:06,May,Afternoon,SoundWave Desk Lamp,Home Decor,Bruce Rhodes,Asia,2024-09-29,1005.0487499999999,112.0,8.0,P037,Electronics,Sunday,Afternoon
T00152,C0144,P074,2024-04-17,4,1182.32,295.58,Wednesday,01:46:23,April,Evening,SoundWave Desk Lamp,Home Decor,Andrea Hart,North America,2024-09-30,652.3399999999999,275.0,2.0,P035,Clothing,Saturday,Evening
T00217,C0047,P074,2024-02-28,1,295.58,295.58,Wednesday,06:05:22,February,Morning,SoundWave Desk Lamp,Home Decor,Samantha Frank,North America,2024-03-22,410.07714285714286,157.0,7.0,P007,Books,Friday,Morning
T00223,C0163,P074,2024-04-29,1,295.58,295.58,Monday,10:25:40,April,Morning,SoundWave Desk Lamp,Home Decor,Tiffany Cain,South America,2023-06-08,962.5466666666666,107.0,5.0,P074,Home Decor,Friday,Afternoon
T00250,C0045,P074,2024-07-14,4,1182.32,295.58,Sunday,11:42:29,July,Morning,SoundWave Desk Lamp,Home Decor,Michael Williams,Asia,2022-02-25,860.2571428571429,154.0,7.0,P001,Electronics,Saturday,Afternoon
T00325,C0152,P074,2024-06-22,1,295.58,295.58,Saturday,20:59:16,June,Evening,SoundWave Desk Lamp,Home Decor,Justin Evans,South America,2022-04-19,677.1719999999999,98.0,5.0,P051,Home Decor,Saturday,Morning
T00382,C0163,P074,2024-03-01,4,1182.32,295.58,Friday,16:19:14,March,Afternoon,SoundWave Desk Lamp,Home Decor,Tiffany Cain,South America,2023-06-08,962.5466666666666,107.0,5.0,P074,Home Decor,Friday,Afternoon
T00438,C0037,P074,2024-07-15,3,886.74,295.58,Monday,16:33:41,July,Afternoon,SoundWave Desk Lamp,Home Decor,Linda Smith,Europe,2023-02-04,850.5540000000001,119.0,5.0,P006,Home Decor,Monday,Evening
T00537,C0012,P074,2024-12-25,1,295.58,295.58,Wednesday,08:03:34,December,Morning,SoundWave Desk Lamp,Home Decor,Kevin May,South America,2024-08-07,747.3228571428571,33.0,6.0,P023,Home Decor,Sunday,Evening
T00743,C0172,P074,2024-01-21,3,886.74,295.58,Sunday,13:21:23,January,Afternoon,SoundWave Desk Lamp,Home Decor,Jamie Webb,Europe,2024-09-09,366.95,67.0,6.0,P003,Home Decor,Tuesday,Afternoon
T00796,C0166,P074,2024-08-12,3,886.74,295.58,Monday,05:20:19,August,Morning,SoundWave Desk Lamp,Home Decor,John Rogers,Europe,2022-02-13,601.3375000000001,97.0,4.0,P010,Home Decor,Monday,Evening
T00839,C0089,P074,2024-12-03,3,886.74,295.58,Tuesday,21:30:15,December,Evening,SoundWave Desk Lamp,Home Decor,Paul Carter,Europe,2024-04-02,1278.1100000000001,55.0,2.0,P074,Home Decor,Monday,Afternoon
T00885,C0170,P074,2024-09-13,3,886.74,295.58,Friday,07:08:30,September,Morning,SoundWave Desk Lamp,Home Decor,Logan Harris,Europe,2023-09-13,986.348,136.0,5.0,P019,Home Decor,Friday,Morning
T00061,C0126,P032,2024-01-16,2,977.26,488.63,Tuesday,00:42:19,January,Evening,BookWorld Cookbook,Books,Caitlin Brown,South America,2024-02-20,760.9283333333333,60.0,6.0,P032,Books,Thursday,Evening
T00116,C0127,P032,2024-08-15,1,488.63,488.63,Thursday,21:51:12,August,Evening,BookWorld Cookbook,Books,Kathryn Stevens,Europe,2024-04-04,538.8133333333334,129.0,6.0,P028,Electronics,Thursday,Morning
T00319,C0139,P032,2024-01-17,1,488.63,488.63,Wednesday,09:48:56,January,Morning,BookWorld Cookbook,Books,Ricky Gutierrez,North America,2022-03-14,462.955,113.0,8.0,P006,Books,Wednesday,Morning
T00320,C0179,P032,2024-04-06,3,1465.89,488.63,Saturday,16:23:53,April,Afternoon,BookWorld Cookbook,Books,Donald Miller,Europe,2022-10-16,608.805,109.0,6.0,P022,Home Decor,Saturday,Evening
T00465,C0173,P032,2024-05-24,2,977.26,488.63,Friday,16:11:23,May,Afternoon,BookWorld Cookbook,Books,Francisco Young,Asia,2022-10-06,726.005,148.0,8.0,P004,Books,Friday,Afternoon
T00499,C0065,P032,2024-07-18,4,1954.52,488.63,Thursday,02:51:22,July,Evening,BookWorld Cookbook,Books,Gerald Hines,North America,2024-07-10,766.37,45.0,10.0,P022,Home Decor,Monday,Evening
T00513,C0023,P032,2024-11-11,2,977.26,488.63,Monday,10:44:12,November,Morning,BookWorld Cookbook,Books,Nicholas Cain,Europe,2022-03-04,859.775,77.0,6.0,P012,Books,Monday,Evening
T00577,C0082,P032,2024-10-19,2,977.26,488.63,Saturday,00:46:52,October,Evening,BookWorld Cookbook,Books,Aimee Taylor,South America,2022-05-13,1081.8442857142857,58.0,7.0,P019,Books,Saturday,Evening
T00821,C0050,P032,2024-04-04,2,977.26,488.63,Thursday,14:19:01,April,Afternoon,BookWorld Cookbook,Books,Ryan Davis,North America,2024-03-02,1022.9433333333333,71.0,3.0,P029,Electronics,Thursday,Evening
T00867,C0171,P032,2024-10-23,3,1465.89,488.63,Wednesday,16:23:33,October,Afternoon,BookWorld Cookbook,Books,Michael Cowan,South America,2022-12-16,1029.0700000000002,96.0,5.0,P017,Books,Saturday,Evening
T00987,C0015,P032,2024-02-10,1,488.63,488.63,Saturday,12:35:35,February,Afternoon,BookWorld Cookbook,Books,Tina Duran,North America,2023-11-20,578.74,128.0,2.0,P032,Books,Saturday,Afternoon
T00064,C0037,P009,2024-09-15,1,325.01,325.01,Sunday,03:50:57,September,Evening,BookWorld Wall Art,Home Decor,Linda Smith,Europe,2023-02-04,850.5540000000001,119.0,5.0,P006,Home Decor,Monday,Evening
T00311,C0129,P009,2024-09-30,2,650.02,325.01,Monday,00:40:17,September,Evening,BookWorld Wall Art,Home Decor,Marcus Livingston,South America,2024-04-14,779.87,109.0,3.0,P009,Clothing,Monday,Afternoon
T00397,C0187,P009,2024-07-04,1,325.01,325.01,Thursday,05:29:36,July,Morning,BookWorld Wall Art,Home Decor,Kayla Kelly,South America,2024-08-02,922.4879999999999,107.0,5.0,P009,Books,Thursday,Morning
T00477,C0162,P009,2024-10-14,3,975.03,325.01,Monday,15:50:39,October,Afternoon,BookWorld Wall Art,Home Decor,Edwin Watson,Asia,2022-03-29,600.28,71.0,8.0,P009,Electronics,Monday,Evening
T00530,C0079,P009,2024-05-02,2,650.02,325.01,Thursday,00:31:22,May,Evening,BookWorld Wall Art,Home Decor,Brian Murillo,North America,2022-02-02,1062.8899999999999,181.0,4.0,P007,Home Decor,Thursday,Evening
T00651,C0172,P009,2024-06-12,2,650.02,325.01,Wednesday,22:33:14,June,Evening,BookWorld Wall Art,Home Decor,Jamie Webb,Europe,2024-09-09,366.95,67.0,6.0,P003,Home Decor,Tuesday,Afternoon
T00677,C0100,P009,2024-03-05,4,1300.04,325.01,Tuesday,23:39:40,March,Evening,BookWorld Wall Art,Home Decor,Clinton Gomez,Europe,2023-03-16,833.9083333333333,145.0,6.0,P009,Home Decor,Saturday,Afternoon
T00065,C0049,P081,2024-02-01,1,66.32,66.32,Thursday,19:05:13,February,Evening,HomeSense Sweater,Clothing,Jason Yates,North America,2024-09-18,289.435,150.0,8.0,P027,Clothing,Monday,Evening
T00081,C0077,P081,2024-11-02,4,265.28,66.32,Saturday,19:35:08,November,Evening,HomeSense Sweater,Clothing,Scott Sims,South America,2023-10-18,279.09999999999997,86.0,3.0,P081,Clothing,Monday,Afternoon
T00092,C0189,P081,2024-04-15,3,198.96,66.32,Monday,01:10:23,April,Evening,HomeSense Sweater,Clothing,Sherri Dixon,North America,2024-01-22,528.642,37.0,5.0,P025,Home Decor,Monday,Evening
T00103,C0091,P081,2024-08-13,4,265.28,66.32,Tuesday,03:22:31,August,Evening,HomeSense Sweater,Clothing,Lisa Kirk,South America,2023-03-16,522.9433333333333,167.0,5.0,P026,Electronics,Tuesday,Evening
T00111,C0082,P081,2024-09-16,4,265.28,66.32,Monday,22:57:51,September,Evening,HomeSense Sweater,Clothing,Aimee Taylor,South America,2022-05-13,1081.8442857142857,58.0,7.0,P019,Books,Saturday,Evening
T00387,C0173,P081,2024-05-18,3,198.96,66.32,Saturday,16:57:20,May,Afternoon,HomeSense Sweater,Clothing,Francisco Young,Asia,2022-10-06,726.005,148.0,8.0,P004,Books,Friday,Afternoon
T00486,C0111,P081,2024-07-03,4,265.28,66.32,Wednesday,07:27:54,July,Morning,HomeSense Sweater,Clothing,Roger David,Europe,2024-11-13,394.604,46.0,5.0,P003,Clothing,Wednesday,Evening
T00512,C0183,P081,2024-01-08,1,66.32,66.32,Monday,13:41:10,January,Afternoon,HomeSense Sweater,Clothing,Kimberly Johnson,North America,2024-01-23,770.0440000000001,75.0,5.0,P052,Clothing,Monday,Afternoon
T00668,C0053,P081,2024-01-21,2,132.64,66.32,Sunday,08:08:41,January,Morning,HomeSense Sweater,Clothing,Albert Burke,Europe,2022-06-18,886.0766666666667,87.0,6.0,P006,Clothing,Friday,Evening
T00715,C0033,P081,2024-07-05,2,132.64,66.32,Friday,23:41:15,July,Evening,HomeSense Sweater,Clothing,Tyler Holt,North America,2024-08-04,132.64,206.0,1.0,P081,Clothing,Friday,Evening
T00898,C0108,P081,2024-07-26,1,66.32,66.32,Friday,21:44:47,July,Evening,HomeSense Sweater,Clothing,David Davis,South America,2022-09-28,692.6485714285715,117.0,7.0,P011,Clothing,Wednesday,Evening
T00939,C0010,P081,2024-03-29,3,198.96,66.32,Friday,07:04:02,March,Morning,HomeSense Sweater,Clothing,Aaron Cox,Europe,2022-12-15,429.38750000000005,72.0,4.0,P014,Clothing,Friday,Evening
T00960,C0147,P081,2024-09-10,1,66.32,66.32,Tuesday,12:40:27,September,Afternoon,HomeSense Sweater,Clothing,Hunter Fuller,South America,2022-05-16,327.6044444444444,33.0,9.0,P018,Books,Saturday,Evening
T00066,C0041,P011,2024-01-21,4,1044.8,261.2,Sunday,22:41:36,January,Evening,SoundWave Desk Lamp,Home Decor,Lindsey Deleon,Europe,2023-12-27,878.54,43.0,7.0,P011,Books,Sunday,Evening
T00415,C0169,P011,2024-03-13,4,1044.8,261.2,Wednesday,06:04:36,March,Morning,SoundWave Desk Lamp,Home Decor,Jennifer Shaw,South America,2023-04-13,755.5533333333333,55.0,6.0,P003,Books,Friday,Morning
T00521,C0148,P011,2024-06-11,4,1044.8,261.2,Tuesday,02:31:18,June,Evening,SoundWave Desk Lamp,Home Decor,Matthew Rogers,South America,2023-04-16,1091.558,117.0,5.0,P011,Electronics,Tuesday,Evening
T00601,C0161,P011,2024-08-15,1,261.2,261.2,Thursday,03:06:41,August,Evening,SoundWave Desk Lamp,Home Decor,Jessica Warren,Asia,2022-03-14,392.72875,165.0,8.0,P007,Books,Monday,Evening
T00698,C0119,P011,2024-12-26,1,261.2,261.2,Thursday,21:34:07,December,Evening,SoundWave Desk Lamp,Home Decor,David Armstrong,Europe,2023-11-13,238.32199999999997,32.0,5.0,P011,Electronics,Wednesday,Evening
T00712,C0134,P011,2024-09-23,3,783.6,261.2,Monday,06:44:40,September,Morning,SoundWave Desk Lamp,Home Decor,Theresa Gonzalez,Asia,2022-02-19,535.856,48.0,5.0,P006,Clothing,Sunday,Morning
T00848,C0108,P011,2024-09-25,2,522.4,261.2,Wednesday,01:50:13,September,Evening,SoundWave Desk Lamp,Home Decor,David Davis,South America,2022-09-28,692.6485714285715,117.0,7.0,P011,Clothing,Wednesday,Evening
T00868,C0039,P011,2024-09-08,4,1044.8,261.2,Sunday,14:32:15,September,Afternoon,SoundWave Desk Lamp,Home Decor,Angela Harris,South America,2024-10-13,706.6,92.0,6.0,P011,Electronics,Sunday,Afternoon
T00977,C0136,P011,2024-01-16,4,1044.8,261.2,Tuesday,15:56:05,January,Afternoon,SoundWave Desk Lamp,Home Decor,Kristen Holder,Asia,2024-03-14,716.4983333333333,78.0,6.0,P011,Home Decor,Tuesday,Evening
T00998,C0024,P011,2024-06-19,2,522.4,261.2,Wednesday,17:52:26,June,Evening,SoundWave Desk Lamp,Home Decor,Michele Cooley,North America,2024-02-05,518.1457142857142,125.0,7.0,P001,Books,Sunday,Evening
T00067,C0017,P096,2024-03-31,2,614.94,307.47,Sunday,19:29:30,March,Evening,SoundWave Headphones,Electronics,Jennifer King,Europe,2023-12-05,594.2275,57.0,8.0,P001,Books,Sunday,Evening
T00085,C0001,P096,2024-04-08,2,614.94,307.47,Monday,00:01:00,April,Evening,SoundWave Headphones,Electronics,Lawrence Carroll,South America,2022-07-10,670.9040000000001,86.0,5.0,P022,Electronics,Tuesday,Evening
T00117,C0164,P096,2024-03-25,2,614.94,307.47,Monday,07:41:04,March,Morning,SoundWave Headphones,Electronics,Morgan Perez,Europe,2023-06-01,617.538,87.0,5.0,P004,Home Decor,Sunday,Afternoon
T00279,C0059,P096,2024-09-09,1,307.47,307.47,Monday,19:42:23,September,Evening,SoundWave Headphones,Electronics,Mrs. Kimberly Wright,North America,2024-04-07,884.16,95.0,8.0,P019,Home Decor,Tuesday,Evening
T00350,C0020,P096,2024-01-30,3,922.41,307.47,Tuesday,00:57:29,January,Evening,SoundWave Headphones,Electronics,Mr. Manuel Conway,North America,2024-06-11,922.41,363.0,1.0,P096,Electronics,Tuesday,Evening
T00467,C0045,P096,2024-03-16,3,922.41,307.47,Saturday,04:08:29,March,Evening,SoundWave Headphones,Electronics,Michael Williams,Asia,2022-02-25,860.2571428571429,154.0,7.0,P001,Electronics,Saturday,Afternoon
T00610,C0021,P096,2024-10-12,2,614.94,307.47,Saturday,03:25:58,October,Evening,SoundWave Headphones,Electronics,Robert Blanchard,Asia,2023-04-17,677.49,107.0,8.0,P015,Books,Saturday,Evening
T00645,C0007,P096,2024-08-25,3,922.41,307.47,Sunday,08:05:44,August,Morning,SoundWave Headphones,Electronics,Paul Graves,Asia,2022-06-18,859.9399999999999,155.0,3.0,P050,Electronics,Friday,Morning
T00666,C0044,P096,2024-06-27,1,307.47,307.47,Thursday,12:03:16,June,Afternoon,SoundWave Headphones,Electronics,Kenneth Alexander,Europe,2024-07-10,1076.7033333333331,97.0,3.0,P045,Books,Thursday,Evening
T00724,C0117,P096,2024-07-22,3,922.41,307.47,Monday,23:34:18,July,Evening,SoundWave Headphones,Electronics,Jeffrey Mcmahon,North America,2024-11-22,1007.0675000000001,175.0,4.0,P019,Books,Monday,Evening
T00735,C0104,P096,2024-11-04,4,1229.88,307.47,Monday,07:25:57,November,Morning,SoundWave Headphones,Electronics,Laura Bennett,South America,2022-02-10,822.3875,84.0,8.0,P006,Home Decor,Monday,Afternoon
T00748,C0119,P096,2024-10-13,1,307.47,307.47,Sunday,16:15:16,October,Afternoon,SoundWave Headphones,Electronics,David Armstrong,Europe,2023-11-13,238.32199999999997,32.0,5.0,P011,Electronics,Wednesday,Evening
T00764,C0026,P096,2024-10-09,4,1229.88,307.47,Wednesday,13:52:57,October,Afternoon,SoundWave Headphones,Electronics,Sara Miller,North America,2024-05-03,887.2625,110.0,4.0,P027,Electronics,Wednesday,Evening
T00794,C0161,P096,2024-05-20,1,307.47,307.47,Monday,06:17:43,May,Morning,SoundWave Headphones,Electronics,Jessica Warren,Asia,2022-03-14,392.72875,165.0,8.0,P007,Books,Monday,Evening
T00819,C0075,P096,2024-10-08,2,614.94,307.47,Tuesday,21:31:59,October,Evening,SoundWave Headphones,Electronics,Misty Higgins,Europe,2023-05-01,649.8855555555556,48.0,9.0,P013,Books,Friday,Evening
T00070,C0051,P017,2024-12-11,4,1879.08,469.77,Wednesday,13:46:30,December,Afternoon,ActiveWear Textbook,Books,Nicholas Ellis,Europe,2023-12-21,814.2242857142857,42.0,7.0,P006,Electronics,Saturday,Evening
T00180,C0073,P017,2024-03-11,2,939.54,469.77,Monday,15:12:50,March,Afternoon,ActiveWear Textbook,Books,Heidi Johnson,Europe,2022-08-20,686.8466666666667,313.0,3.0,P017,Books,Monday,Afternoon
T00224,C0171,P017,2024-07-06,4,1879.08,469.77,Saturday,23:53:24,July,Evening,ActiveWear Textbook,Books,Michael Cowan,South America,2022-12-16,1029.0700000000002,96.0,5.0,P017,Books,Saturday,Evening
T00324,C0104,P017,2024-08-11,1,469.77,469.77,Sunday,07:01:49,August,Morning,ActiveWear Textbook,Books,Laura Bennett,South America,2022-02-10,822.3875,84.0,8.0,P006,Home Decor,Monday,Afternoon
T00341,C0011,P017,2024-12-26,2,939.54,469.77,Thursday,03:09:48,December,Evening,ActiveWear Textbook,Books,Bryan Mathews,South America,2022-12-12,746.0,32.0,5.0,P017,Books,Saturday,Evening
T00503,C0013,P017,2024-07-26,4,1879.08,469.77,Friday,00:21:59,July,Evening,ActiveWear Textbook,Books,Lauren Buchanan,South America,2024-05-19,857.2228571428572,85.0,7.0,P015,Clothing,Friday,Evening
T00558,C0169,P017,2024-11-29,4,1879.08,469.77,Friday,23:39:00,November,Evening,ActiveWear Textbook,Books,Jennifer Shaw,South America,2023-04-13,755.5533333333333,55.0,6.0,P003,Books,Friday,Morning
T00571,C0137,P017,2024-02-01,2,939.54,469.77,Thursday,15:50:43,February,Afternoon,ActiveWear Textbook,Books,Robert Gardner,South America,2024-04-09,666.51,35.0,5.0,P003,Books,Wednesday,Afternoon
T00682,C0131,P017,2024-04-01,2,939.54,469.77,Monday,10:10:17,April,Morning,ActiveWear Textbook,Books,Scott Wilson,North America,2022-06-05,647.9399999999999,39.0,3.0,P017,Books,Thursday,Evening
T00971,C0023,P017,2024-06-22,1,469.77,469.77,Saturday,21:26:26,June,Evening,ActiveWear Textbook,Books,Nicholas Cain,Europe,2022-03-04,859.775,77.0,6.0,P012,Books,Monday,Evening
T00072,C0167,P048,2024-05-23,3,1249.2,416.4,Thursday,19:17:40,May,Evening,TechPro Cookbook,Books,Brandy Welch,Europe,2024-01-27,766.8066666666667,118.0,3.0,P048,Books,Sunday,Afternoon
T00280,C0175,P048,2024-05-09,2,832.8,416.4,Thursday,17:38:43,May,Evening,TechPro Cookbook,Books,Matthew Johnson,Asia,2022-04-16,621.053,68.0,10.0,P008,Books,Wednesday,Evening
T00298,C0042,P048,2024-11-09,1,416.4,416.4,Saturday,20:42:09,November,Evening,TechPro Cookbook,Books,Heather Riley,North America,2023-03-15,800.8299999999999,79.0,3.0,P048,Clothing,Saturday,Afternoon
T00322,C0099,P048,2024-02-17,3,1249.2,416.4,Saturday,04:23:02,February,Evening,TechPro Cookbook,Books,Rodney Eaton,South America,2023-01-29,839.465,35.0,8.0,P005,Clothing,Friday,Evening
T00357,C0147,P048,2024-11-15,1,416.4,416.4,Friday,23:35:14,November,Evening,TechPro Cookbook,Books,Hunter Fuller,South America,2022-05-16,327.6044444444444,33.0,9.0,P018,Books,Saturday,Evening
T00371,C0155,P048,2024-05-15,4,1665.6,416.4,Wednesday,23:20:02,May,Evening,TechPro Cookbook,Books,Michelle Brown,South America,2023-03-23,768.2614285714286,77.0,7.0,P026,Books,Wednesday,Evening
T00548,C0185,P048,2024-01-06,3,1249.2,416.4,Saturday,22:00:35,January,Evening,TechPro Cookbook,Books,Kathleen Logan,North America,2023-10-17,1141.4399999999998,160.0,3.0,P021,Books,Saturday,Evening
T00550,C0154,P048,2024-04-24,3,1249.2,416.4,Wednesday,05:30:39,April,Morning,TechPro Cookbook,Books,Robert Sharp,North America,2024-10-27,617.2683333333333,130.0,6.0,P008,Electronics,Monday,Afternoon
T00608,C0025,P048,2024-06-13,2,832.8,416.4,Thursday,22:53:33,June,Evening,TechPro Cookbook,Books,Gregory Odom,South America,2022-07-04,397.4525,167.0,4.0,P022,Home Decor,Thursday,Evening
T00657,C0100,P048,2024-08-04,1,416.4,416.4,Sunday,15:35:01,August,Afternoon,TechPro Cookbook,Books,Clinton Gomez,Europe,2023-03-16,833.9083333333333,145.0,6.0,P009,Home Decor,Saturday,Afternoon
T00771,C0200,P048,2024-09-10,4,1665.6,416.4,Tuesday,09:50:48,September,Morning,TechPro Cookbook,Books,Kelly Cross,Asia,2023-06-11,951.72,47.0,5.0,P034,Clothing,Monday,Evening
T00786,C0174,P048,2024-08-07,4,1665.6,416.4,Wednesday,22:11:19,August,Evening,TechPro Cookbook,Books,Tracy Steele,South America,2022-11-03,578.39,46.0,5.0,P025,Books,Sunday,Afternoon
T00811,C0141,P048,2024-06-03,4,1665.6,416.4,Monday,23:59:14,June,Evening,TechPro Cookbook,Books,Paul Parsons,Europe,2023-02-23,1067.387,55.0,10.0,P025,Clothing,Tuesday,Evening
T00844,C0118,P048,2024-12-18,4,1665.6,416.4,Wednesday,04:17:20,December,Evening,TechPro Cookbook,Books,Jacob Holt,South America,2022-01-22,572.4616666666667,40.0,6.0,P013,Books,Saturday,Afternoon
T00950,C0068,P048,2024-02-28,4,1665.6,416.4,Wednesday,16:08:32,February,Afternoon,TechPro Cookbook,Books,Mark Cox,North America,2023-04-04,743.8025,34.0,8.0,P002,Electronics,Tuesday,Evening
T00073,C0183,P052,2024-11-13,2,709.62,354.81,Wednesday,14:33:38,November,Afternoon,SoundWave Jacket,Clothing,Kimberly Johnson,North America,2024-01-23,770.0440000000001,75.0,5.0,P052,Clothing,Monday,Afternoon
T00101,C0008,P052,2024-09-16,4,1419.24,354.81,Monday,22:10:13,September,Evening,SoundWave Jacket,Clothing,David Li,North America,2024-01-13,427.16099999999994,41.0,10.0,P004,Home Decor,Monday,Evening
T00351,C0169,P052,2024-12-03,4,1419.24,354.81,Tuesday,17:26:43,December,Evening,SoundWave Jacket,Clothing,Jennifer Shaw,South America,2023-04-13,755.5533333333333,55.0,6.0,P003,Books,Friday,Morning
T00460,C0099,P052,2024-05-02,2,709.62,354.81,Thursday,00:25:40,May,Evening,SoundWave Jacket,Clothing,Rodney Eaton,South America,2023-01-29,839.465,35.0,8.0,P005,Clothing,Friday,Evening
T00988,C0165,P052,2024-09-06,4,1419.24,354.81,Friday,06:43:42,September,Morning,SoundWave Jacket,Clothing,Juan Mcdaniel,South America,2022-04-09,745.3444444444444,32.0,6.0,P044,Books,Thursday,Morning
T00076,C0141,P065,2024-09-23,3,1282.83,427.61,Monday,20:32:31,September,Evening,BookWorld Sweater,Clothing,Paul Parsons,Europe,2023-02-23,1067.387,55.0,10.0,P025,Clothing,Tuesday,Evening
T00110,C0084,P065,2024-08-13,2,855.22,427.61,Tuesday,10:30:05,August,Morning,BookWorld Sweater,Clothing,Belinda Garner,Asia,2024-09-17,493.4555555555556,42.0,8.0,P013,Electronics,Tuesday,Morning
T00139,C0118,P065,2024-04-13,1,427.61,427.61,Saturday,02:29:41,April,Evening,BookWorld Sweater,Clothing,Jacob Holt,South America,2022-01-22,572.4616666666667,40.0,6.0,P013,Books,Saturday,Afternoon
T00288,C0049,P065,2024-01-22,1,427.61,427.61,Monday,14:14:26,January,Afternoon,BookWorld Sweater,Clothing,Jason Yates,North America,2024-09-18,289.435,150.0,8.0,P027,Clothing,Monday,Evening
T00306,C0021,P065,2024-06-27,3,1282.83,427.61,Thursday,23:39:15,June,Evening,BookWorld Sweater,Clothing,Robert Blanchard,Asia,2023-04-17,677.49,107.0,8.0,P015,Books,Saturday,Evening
T00383,C0048,P065,2024-11-22,2,855.22,427.61,Friday,19:56:10,November,Evening,BookWorld Sweater,Clothing,Matthew Park,South America,2024-11-07,770.1879999999999,54.0,5.0,P010,Electronics,Sunday,Evening
T00540,C0034,P065,2024-05-08,2,855.22,427.61,Wednesday,21:17:10,May,Evening,BookWorld Sweater,Clothing,Dalton Perez,North America,2023-09-27,512.2,96.0,6.0,P014,Clothing,Wednesday,Evening
T00569,C0107,P065,2024-10-22,3,1282.83,427.61,Tuesday,12:54:23,October,Afternoon,BookWorld Sweater,Clothing,Dana Cantrell,South America,2023-02-07,724.784,97.0,5.0,P005,Clothing,Tuesday,Afternoon
T00585,C0056,P065,2024-01-31,2,855.22,427.61,Wednesday,08:26:51,January,Morning,BookWorld Sweater,Clothing,Erika Fernandez,Asia,2024-04-12,636.588,33.0,5.0,P024,Clothing,Wednesday,Evening
T00888,C0055,P065,2024-05-24,2,855.22,427.61,Friday,09:36:07,May,Morning,BookWorld Sweater,Clothing,Lauren Williams,North America,2024-11-11,571.5360000000001,118.0,5.0,P025,Electronics,Tuesday,Morning
T00892,C0022,P065,2024-04-06,4,1710.44,427.61,Saturday,10:33:06,April,Morning,BookWorld Sweater,Clothing,Teresa Esparza,Asia,2023-10-27,775.8449999999999,132.0,6.0,P008,Clothing,Tuesday,Morning
T00077,C0192,P063,2024-06-15,3,100.77,33.59,Saturday,17:12:53,June,Evening,TechPro Novel,Books,Sarah Arias,South America,2022-09-15,518.1800000000001,181.0,4.0,P010,Electronics,Monday,Afternoon
T00104,C0174,P063,2024-01-12,3,100.77,33.59,Friday,03:22:30,January,Evening,TechPro Novel,Books,Tracy Steele,South America,2022-11-03,578.39,46.0,5.0,P025,Books,Sunday,Afternoon
T00216,C0193,P063,2024-03-22,3,100.77,33.59,Friday,19:50:03,March,Evening,TechPro Novel,Books,Douglas Torres,Asia,2023-02-03,752.3225000000001,245.0,4.0,P007,Books,Monday,Evening
T00353,C0012,P063,2024-10-22,1,33.59,33.59,Tuesday,21:55:48,October,Evening,TechPro Novel,Books,Kevin May,South America,2024-08-07,747.3228571428571,33.0,6.0,P023,Home Decor,Sunday,Evening
T00378,C0175,P063,2024-08-03,3,100.77,33.59,Saturday,22:08:12,August,Evening,TechPro Novel,Books,Matthew Johnson,Asia,2022-04-16,621.053,68.0,10.0,P008,Books,Wednesday,Evening
T00413,C0021,P063,2024-01-24,3,100.77,33.59,Wednesday,18:23:07,January,Evening,TechPro Novel,Books,Robert Blanchard,Asia,2023-04-17,677.49,107.0,8.0,P015,Books,Saturday,Evening
T00459,C0075,P063,2024-01-17,4,134.36,33.59,Wednesday,01:36:03,January,Evening,TechPro Novel,Books,Misty Higgins,Europe,2023-05-01,649.8855555555556,48.0,9.0,P013,Books,Friday,Evening
T00760,C0090,P063,2024-01-03,1,33.59,33.59,Wednesday,18:25:39,January,Evening,TechPro Novel,Books,Charles Hamilton,Asia,2023-10-17,591.1657142857142,138.0,7.0,P042,Books,Wednesday,Evening
T00853,C0098,P063,2024-12-23,4,134.36,33.59,Monday,18:36:04,December,Evening,TechPro Novel,Books,Laura Gilbert,North America,2024-10-21,394.7525,35.0,8.0,P021,Clothing,Tuesday,Evening
T00078,C0011,P089,2024-03-23,3,662.73,220.91,Saturday,02:59:36,March,Evening,HomeSense Bluetooth Speaker,Electronics,Bryan Mathews,South America,2022-12-12,746.0,32.0,5.0,P017,Books,Saturday,Evening
T00153,C0094,P089,2024-11-05,3,662.73,220.91,Tuesday,07:32:47,November,Morning,HomeSense Bluetooth Speaker,Electronics,Emily Trevino,North America,2023-09-16,291.7425,83.0,4.0,P003,Books,Sunday,Morning
T00245,C0120,P089,2024-04-28,4,883.64,220.91,Sunday,20:01:47,April,Evening,HomeSense Bluetooth Speaker,Electronics,Francisco Diaz,South America,2023-01-13,823.34,172.0,3.0,P029,Electronics,Monday,Morning
T00291,C0109,P089,2024-01-27,2,441.82,220.91,Saturday,06:14:19,January,Morning,HomeSense Bluetooth Speaker,Electronics,Abigail Jones,North America,2022-05-09,498.84090909090907,81.0,10.0,P100,Clothing,Saturday,Evening
